dataset,epsilon,feature,feature_index,repetition,resolution,mse,seed
Adult Income,2.0,capital-loss,10,8,20,0.024707344122068868,89337
Adult Income,2.0,hours-per-week,11,8,20,0.010875699538249782,91025
Adult Income,2.0,native-country,12,8,20,0.09453125814438754,57750
Adult Income,2.0,age,0,9,20,0.011253483840775215,56140
Adult Income,2.0,workclass,1,9,20,0.003384151610464514,71057
Adult Income,2.0,education,2,9,20,0.03350455039781762,57833
Adult Income,2.0,education-num,3,9,20,0.006609388066047251,74586
Adult Income,2.0,marital-status,4,9,20,0.002814535692053776,19412
Adult Income,2.0,occupation,5,9,20,0.011663016536990867,78215
Adult Income,2.0,relationship,6,9,20,0.0012016719559369735,52602
Adult Income,2.0,race,7,9,20,0.00014780264342415358,75185
Adult Income,2.0,sex,8,9,20,2.627099335283474e-05,52343
Adult Income,2.0,capital-gain,9,9,20,0.090805917892187,30656
Adult Income,2.0,capital-loss,10,9,20,0.014567280112785724,8893
Adult Income,2.0,hours-per-week,11,9,20,0.008901909730691987,52536
Adult Income,2.0,native-country,12,9,20,0.057495555385567894,98194
Adult Income,5.0,age,0,0,20,0.0014448473542938397,3583
Adult Income,5.0,workclass,1,0,20,0.0001416797951168674,57139
Adult Income,5.0,education,2,0,20,0.004979889505429593,44711
Adult Income,5.0,education-num,3,0,20,0.0014785440821885195,640
Adult Income,5.0,marital-status,4,0,20,0.0013735173746930705,54356
Adult Income,5.0,occupation,5,0,20,0.007756640554894127,77264
Adult Income,5.0,relationship,6,0,20,0.0005039964698857248,74152
Adult Income,5.0,race,7,0,20,4.5804245000294375e-05,97826
Adult Income,5.0,sex,8,0,20,4.745831242489283e-06,52907
Adult Income,5.0,capital-gain,9,0,20,0.045854816407474984,58987
Adult Income,5.0,capital-loss,10,0,20,0.01035546348859655,96581
Adult Income,5.0,hours-per-week,11,0,20,0.0022779185934497263,31968
Adult Income,5.0,native-country,12,0,20,0.010919132974491964,79850
Adult Income,5.0,age,0,1,20,0.004322107793656529,18750
Adult Income,5.0,workclass,1,1,20,0.0010050503881573918,36191
Adult Income,5.0,education,2,1,20,0.0046114126732535055,67252
Adult Income,5.0,education-num,3,1,20,0.0034853193422690765,57961
Adult Income,5.0,marital-status,4,1,20,0.001058079163418961,19510
Adult Income,5.0,occupation,5,1,20,0.0014735200700547752,65936
Adult Income,5.0,relationship,6,1,20,0.0003134846083380969,57768
Adult Income,5.0,race,7,1,20,9.830716871974014e-05,92046
Adult Income,5.0,sex,8,1,20,6.138968145173921e-05,60223
Adult Income,5.0,capital-gain,9,1,20,0.04370932830885655,88437
Adult Income,5.0,capital-loss,10,1,20,0.008471399868385177,96242
Adult Income,5.0,hours-per-week,11,1,20,0.002051922049689102,8757
Adult Income,5.0,native-country,12,1,20,0.01606958178822614,7226
Adult Income,5.0,age,0,2,20,0.002866899082184262,50254
Adult Income,5.0,workclass,1,2,20,0.00022013854739167082,49997
Adult Income,5.0,education,2,2,20,0.004860801135860862,55501
Adult Income,5.0,education-num,3,2,20,0.0018371132586564574,74409
Adult Income,5.0,marital-status,4,2,20,0.0005001216647626969,31533
Adult Income,5.0,occupation,5,2,20,0.0007274934901590306,17722
Adult Income,5.0,relationship,6,2,20,0.0009722339695724963,68011
Adult Income,5.0,race,7,2,20,4.306395004589364e-05,38806
Adult Income,5.0,sex,8,2,20,8.321779792338402e-06,92972
Adult Income,5.0,capital-gain,9,2,20,0.03124030555501104,6289
Adult Income,5.0,capital-loss,10,2,20,0.0061479484533775676,70919
Adult Income,5.0,hours-per-week,11,2,20,0.0031730977455726953,72588
